name,uid,code,parent,shortName,level,openingDate
Kageje Village,RvjMkZ9btxy,Kageje Village,QuUTmHBIOPE,Kageje,6,01-01-00
Nyamugali Village,K9XNktbe0BA,Nyamugali Village,QuUTmHBIOPE,Nyamugali,6,01-01-00
Ruhinga Village,itByyaqDHwO,Ruhinga Village,QuUTmHBIOPE,Ruhinga,6,01-01-00
Ryanterura Village,bGUcFbUo6Gb,Ryanterura Village,QuUTmHBIOPE,Ryanterura,6,01-01-00
Shokero Village,T4oIBKRcW3f,Shokero Village,QuUTmHBIOPE,Shokero,6,01-01-00
Rwagihura Cell,nBNJ2K0Geo1,Rwagihura Cell,yfUO6VjU0Vz,Rwagihura,5,01-01-00
Gacaca Village,XCmaZV0i4Sn,Gacaca Village,nBNJ2K0Geo1,Gacaca,6,01-01-00
Kabahura Village,fsldi0nOCKy,Kabahura Village,nBNJ2K0Geo1,Kabahura,6,01-01-00
Kagogo Village,nMiPxsACrle,Kagogo Village,nBNJ2K0Geo1,Kagogo,6,01-01-00
Mwendo Village,r6w4R3upJ30,Mwendo Village,nBNJ2K0Geo1,Mwendo,6,01-01-00
Rwagihura Village,UXuooQh2TLi,Rwagihura Village,nBNJ2K0Geo1,Rwagihura,6,01-01-00
Yaramba Cell,kqmd9JDbm3v,Yaramba Cell,yfUO6VjU0Vz,Yaramba,5,01-01-00
Cyankaranka Village,rkaOFKeRtzq,Cyankaranka Village,kqmd9JDbm3v,Cyankaranka,6,01-01-00
Mwenyi Village,byNhnQJ74QS,Mwenyi Village,kqmd9JDbm3v,Mwenyi,6,01-01-00
Nturo Village,TKQwPo1h9L8,Nturo Village,kqmd9JDbm3v,Nturo,6,01-01-00
Nyarubuye Village,CitOLxvwH17,Nyarubuye Village,kqmd9JDbm3v,Nyarubuye,6,01-01-00
Nyirakazo Village,I3lrXdv4O5A,Nyirakazo Village,kqmd9JDbm3v,Nyirakazo,6,01-01-00
Rubaya Sector,DcvYq7DqrTA,Rubaya Sector,E6OnQ1o27Nb,Rubaya,4,01-01-00
Gihanga Cell,FI71lQbz3lo,Gihanga Cell,DcvYq7DqrTA,Gihanga,5,01-01-00
Gomba Village,f0rtNj0g3UH,Gomba Village,FI71lQbz3lo,Gomba,6,01-01-00
Kirimbi Village,fEYaNrhVMeb,Kirimbi Village,FI71lQbz3lo,Kirimbi,6,01-01-00
Nkurura Village,sqohJVvYNzv,Nkurura Village,FI71lQbz3lo,Nkurura,6,01-01-00
Runaba Village,vQ6q3nQBQoe,Runaba Village,FI71lQbz3lo,Runaba,6,01-01-00
Rusambya Village,GnYyY5rRzft,Rusambya Village,FI71lQbz3lo,Rusambya,6,01-01-00
Gishambashayo Cell,rTNJ91rDwAE,Gishambashayo Cell,DcvYq7DqrTA,Gishambashayo,5,01-01-00
Gashiru Village,k7uCIN3LlBF,Gashiru Village,rTNJ91rDwAE,Gashiru,6,01-01-00
Karambo Village,p36m6483AHk,Karambo Village,rTNJ91rDwAE,Karambo,6,01-01-00
Gishari Cell,Vq7N90m3UKB,Gishari Cell,DcvYq7DqrTA,Gishari,5,01-01-00
Kabaya Village,uuopCAbrPsR,Kabaya Village,Vq7N90m3UKB,Kabaya,6,01-01-00
Kagugo Village,dr98gO0jo71,Kagugo Village,Vq7N90m3UKB,Kagugo,6,01-01-00
Mugote Village,JgFhSYeX9Wk,Mugote Village,Vq7N90m3UKB,Mugote,6,01-01-00
Nyakesha Village,Mo2K2Ox9O0c,Nyakesha Village,Vq7N90m3UKB,Nyakesha,6,01-01-00
Muguramo Cell,mB5px748r9r,Muguramo Cell,DcvYq7DqrTA,Muguramo,5,01-01-00
Centre Rubaya Village,Centre B5Z9x2QbvLR,Centre Rubaya Village,mB5px748r9r,Centre Rubaya,6,01-01-00
Gasheke Village,FnyX96iGo4a,Gasheke Village,mB5px748r9r,Gasheke,6,01-01-00
Mabare Village,CSjxs5svX6j,Mabare Village,mB5px748r9r,Mabare,6,01-01-00
Ngange Village,qBpC3Y1hWuQ,Ngange Village,mB5px748r9r,Ngange,6,01-01-00
Nyamiyaga Cell,WzhVnD12MzJ,Nyamiyaga Cell,DcvYq7DqrTA,Nyamiyaga,5,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,WzhVnD12MzJ,Kabeza,6,01-01-00
Kiriba Village,ZMb9qWD96Wk,Kiriba Village,WzhVnD12MzJ,Kiriba,6,01-01-00
Mariba Village,zXdjBfYr1Ig,Mariba Village,WzhVnD12MzJ,Mariba,6,01-01-00
Rukomo Sector,rEKgyHxo7oD,Rukomo Sector,E6OnQ1o27Nb,Rukomo,4,01-01-00
Cyeya Cell,tC2EfZlWKvb,Cyeya Cell,rEKgyHxo7oD,Cyeya,5,01-01-00
Birambo Village,uHcWObYQMuK,Birambo Village,tC2EfZlWKvb,Birambo,6,01-01-00
Bisika Village,BqIibXifq7p,Bisika Village,tC2EfZlWKvb,Bisika,6,01-01-00
Bwuhira Village,MYljXq5wx1f,Bwuhira Village,tC2EfZlWKvb,Bwuhira,6,01-01-00
Gateke Village,L71byydcBoQ,Gateke Village,tC2EfZlWKvb,Gateke,6,01-01-00
Kanombe Village,q8mpvXU988l,Kanombe Village,tC2EfZlWKvb,Kanombe,6,01-01-00
Rwambungo Village,npnHQQ2aYkQ,Rwambungo Village,tC2EfZlWKvb,Rwambungo,6,01-01-00
Cyuru Cell,dWunU79JdYz,Cyuru Cell,rEKgyHxo7oD,Cyuru,5,01-01-00
Bukamba Village,UxuoSPkHCEL,Bukamba Village,dWunU79JdYz,Bukamba,6,01-01-00
Kabuga Village,ouHP7nnmMOO,Kabuga Village,dWunU79JdYz,Kabuga,6,01-01-00
Karengo Village,fpWlqE3qSkk,Karengo Village,dWunU79JdYz,Karengo,6,01-01-00
Kimiko Village,RUA1BlXnIR7,Kimiko Village,dWunU79JdYz,Kimiko,6,01-01-00
Muhama Village,RMSpHZNdize,Muhama Village,dWunU79JdYz,Muhama,6,01-01-00
Nyamutezi Village,b7uMv8NA2kZ,Nyamutezi Village,dWunU79JdYz,Nyamutezi,6,01-01-00
Sabiro Village,O76x4U7vmdS,Sabiro Village,dWunU79JdYz,Sabiro,6,01-01-00
Gisiza Cell,dYFsarkEuAf,Gisiza Cell,rEKgyHxo7oD,Gisiza,5,01-01-00
Gatare Village,yXEFrmN3StC,Gatare Village,dYFsarkEuAf,Gatare,6,01-01-00
Gitaba Village,EPWJJQVvxzO,Gitaba Village,dYFsarkEuAf,Gitaba,6,01-01-00
Karambi Village,jKV2WPUX10j,Karambi Village,dYFsarkEuAf,Karambi,6,01-01-00
Nyarubuye Village,CitOLxvwH17,Nyarubuye Village,dYFsarkEuAf,Nyarubuye,6,01-01-00
Rushubi Village,dowDyVuFFi1,Rushubi Village,dYFsarkEuAf,Rushubi,6,01-01-00
Rusumo Village,fME3dV6FpiG,Rusumo Village,dYFsarkEuAf,Rusumo,6,01-01-00
Kinyami Cell,TSS7XTbF3Qs,Kinyami Cell,rEKgyHxo7oD,Kinyami,5,01-01-00
Gahondo Village,Q4sOZjpR4VU,Gahondo Village,TSS7XTbF3Qs,Gahondo,6,01-01-00
Gasharara Village,Jikyu2xVHDA,Gasharara Village,TSS7XTbF3Qs,Gasharara,6,01-01-00
Kariba Village,QQKtEZBFZzW,Kariba Village,TSS7XTbF3Qs,Kariba,6,01-01-00
Kivugiza Village,Vp1ZIL3hNPZ,Kivugiza Village,TSS7XTbF3Qs,Kivugiza,6,01-01-00
Meshero Village,BrafkXPm0n3,Meshero Village,TSS7XTbF3Qs,Meshero,6,01-01-00
Rukomo Village,vFFMICU4l8J,Rukomo Village,TSS7XTbF3Qs,Rukomo,6,01-01-00
Ryarubanza Village,IRpv7LoaGDS,Ryarubanza Village,TSS7XTbF3Qs,Ryarubanza,6,01-01-00
Mabare Cell,Bwpjh3gwqY6,Mabare Cell,rEKgyHxo7oD,Mabare,5,01-01-00
Cyingoma Village,aZRrnE7n7G4,Cyingoma Village,Bwpjh3gwqY6,Cyingoma,6,01-01-00
Kanyiramana Village,BNFlhRgzPop,Kanyiramana Village,Bwpjh3gwqY6,Kanyiramana,6,01-01-00
Kararama Village,PQoZFvt2y7w,Kararama Village,Bwpjh3gwqY6,Kararama,6,01-01-00
Kayungwe Village,NEzOZrrq4uO,Kayungwe Village,Bwpjh3gwqY6,Kayungwe,6,01-01-00
Mburamazi Village,GUvMNRaaCVF,Mburamazi Village,Bwpjh3gwqY6,Mburamazi,6,01-01-00
Murambo Village,JV1DkHzU49u,Murambo Village,Bwpjh3gwqY6,Murambo,6,01-01-00
Ryandinda Village,aaOUlcTP1zI,Ryandinda Village,Bwpjh3gwqY6,Ryandinda,6,01-01-00
Munyinya Cell,UOsZTdRzdZO,Munyinya Cell,rEKgyHxo7oD,Munyinya,5,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,UOsZTdRzdZO,Kabeza,6,01-01-00
Kabuga Village,ouHP7nnmMOO,Kabuga Village,UOsZTdRzdZO,Kabuga,6,01-01-00
Mataba Village,uCzgxsIQWBm,Mataba Village,UOsZTdRzdZO,Mataba,6,01-01-00
Munyinya Village,Y23FzDoYTYg,Munyinya Village,UOsZTdRzdZO,Munyinya,6,01-01-00
Nyankokoma Village,fskPXOKUBc8,Nyankokoma Village,UOsZTdRzdZO,Nyankokoma,6,01-01-00
Rwamushumba Village,be3b7m1v7tB,Rwamushumba Village,UOsZTdRzdZO,Rwamushumba,6,01-01-00
Rushaki Sector,MULEoR7vrwA,Rushaki Sector,E6OnQ1o27Nb,Rushaki,4,01-01-00
Gitega Cell,sr4U1QRtmCR,Gitega Cell,MULEoR7vrwA,Gitega,5,01-01-00
Bugwe Village,YPgFNECxFPy,Bugwe Village,sr4U1QRtmCR,Bugwe,6,01-01-00
Gisiza Village,AQUVPeWAULK,Gisiza Village,sr4U1QRtmCR,Gisiza,6,01-01-00
Gitega Village,Nx6kCuX6jU4,Gitega Village,sr4U1QRtmCR,Gitega,6,01-01-00
Kabo Village,pO92CqX0qfI,Kabo Village,sr4U1QRtmCR,Kabo,6,01-01-00
Karambi Village,jKV2WPUX10j,Karambi Village,sr4U1QRtmCR,Karambi,6,01-01-00
Karambo Village,p36m6483AHk,Karambo Village,sr4U1QRtmCR,Karambo,6,01-01-00
Rubyiro Village,C5tc8KNhIrl,Rubyiro Village,sr4U1QRtmCR,Rubyiro,6,01-01-00
Ryaruganzu Village,qxBSNDN5CXQ,Ryaruganzu Village,sr4U1QRtmCR,Ryaruganzu,6,01-01-00
Kamutora Cell,uw3MnYY3FOZ,Kamutora Cell,MULEoR7vrwA,Kamutora,5,01-01-00
Gashinge Village,FSYLNsbKOz0,Gashinge Village,uw3MnYY3FOZ,Gashinge,6,01-01-00
Kabuga Village,ouHP7nnmMOO,Kabuga Village,uw3MnYY3FOZ,Kabuga,6,01-01-00
Kamutora Village,ztg5QAM53uF,Kamutora Village,uw3MnYY3FOZ,Kamutora,6,01-01-00
Karwoga Village,hVVP1ntqVe1,Karwoga Village,uw3MnYY3FOZ,Karwoga,6,01-01-00
Mabare Village,CSjxs5svX6j,Mabare Village,uw3MnYY3FOZ,Mabare,6,01-01-00
Nkamba Village,iODoA0yZtYf,Nkamba Village,uw3MnYY3FOZ,Nkamba,6,01-01-00
Nyamyumba Village,swUt4rCfBlY,Nyamyumba Village,uw3MnYY3FOZ,Nyamyumba,6,01-01-00
Remera Village,mBLNBJ4ETn3,Remera Village,uw3MnYY3FOZ,Remera,6,01-01-00
Karurama Cell,FoGw4bgwCMT,Karurama Cell,MULEoR7vrwA,Karurama,5,01-01-00
C. Rushaki Village,C. BRtLKdpCYZy,C. Rushaki Village,FoGw4bgwCMT,C. Rushaki,6,01-01-00
Gatonde Village,reP7KRX52ZW,Gatonde Village,FoGw4bgwCMT,Gatonde,6,01-01-00
Izinga Village,OXQEc1HMuTP,Izinga Village,FoGw4bgwCMT,Izinga,6,01-01-00
Mbuga Village,R6Mb0A8COVT,Mbuga Village,FoGw4bgwCMT,Mbuga,6,01-01-00
Ngabira Village,ZnWpYXsKM0l,Ngabira Village,FoGw4bgwCMT,Ngabira,6,01-01-00
Nyaruhanga Village,XEuNZfAPbfg,Nyaruhanga Village,FoGw4bgwCMT,Nyaruhanga,6,01-01-00
Rumuri Village,kjlIvVfKgV0,Rumuri Village,FoGw4bgwCMT,Rumuri,6,01-01-00
Rwaranda Village,OoRtTj63uuO,Rwaranda Village,FoGw4bgwCMT,Rwaranda,6,01-01-00
Rutare Sector,TGVRlQybfPp,Rutare Sector,E6OnQ1o27Nb,Rutare,4,01-01-00
Bikumba Cell,fCdv0FAbwWs,Bikumba Cell,TGVRlQybfPp,Bikumba,5,01-01-00
Karugeyo Village,uxrUxQnTjx4,Karugeyo Village,fCdv0FAbwWs,Karugeyo,6,01-01-00
Kintaganirwa Village,m4BVKv5Ph8g,Kintaganirwa Village,fCdv0FAbwWs,Kintaganirwa,6,01-01-00
Marembo Village,PbjFTG0vhas,Marembo Village,fCdv0FAbwWs,Marembo,6,01-01-00
Matyazo Village,BIOOY3xMgVH,Matyazo Village,fCdv0FAbwWs,Matyazo,6,01-01-00
Nyabisindu Village,VYlNtAbaE5p,Nyabisindu Village,fCdv0FAbwWs,Nyabisindu,6,01-01-00
Gasharu Cell,CRe8vN2kK1k,Gasharu Cell,TGVRlQybfPp,Gasharu,5,01-01-00
Buyegero Village,J8AGohObn4p,Buyegero Village,CRe8vN2kK1k,Buyegero,6,01-01-00
Kabagabo Village,c6aoQ8jRNN1,Kabagabo Village,CRe8vN2kK1k,Kabagabo,6,01-01-00
Kabusunzu Village,PmMkNM5HZTK,Kabusunzu Village,CRe8vN2kK1k,Kabusunzu,6,01-01-00
Kagarama Village,FWIfyQb9UXo,Kagarama Village,CRe8vN2kK1k,Kagarama,6,01-01-00
Rwimbogo Village,f1rDj8bz7bs,Rwimbogo Village,CRe8vN2kK1k,Rwimbogo,6,01-01-00
Yogi Village,QHUfxPEmLwH,Yogi Village,CRe8vN2kK1k,Yogi,6,01-01-00
Gatwaro Cell,JgE4bMovgSF,Gatwaro Cell,TGVRlQybfPp,Gatwaro,5,01-01-00
Bureranyana Village,wIA8TfLAIey,Bureranyana Village,JgE4bMovgSF,Bureranyana,6,01-01-00
Gashinya Village,nbkMda0inMT,Gashinya Village,JgE4bMovgSF,Gashinya,6,01-01-00
Kabira Village,RPmAD02xSvp,Kabira Village,JgE4bMovgSF,Kabira,6,01-01-00
Kanaba Village,MbZSVZz0i9H,Kanaba Village,JgE4bMovgSF,Kanaba,6,01-01-00
Kigabiro Cell,sGw0gvp4oYl,Kigabiro Cell,TGVRlQybfPp,Kigabiro,5,01-01-00
Kabuye Village,HBrpo3n1jO7,Kabuye Village,sGw0gvp4oYl,Kabuye,6,01-01-00
Munini Village,WDglRWD1mLK,Munini Village,sGw0gvp4oYl,Munini,6,01-01-00
Nyakabingo Village,bpPwcFm7ZCv,Nyakabingo Village,sGw0gvp4oYl,Nyakabingo,6,01-01-00
Nyakavunga Village,g7YVtFMFs9X,Nyakavunga Village,sGw0gvp4oYl,Nyakavunga,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,sGw0gvp4oYl,Rugarama,6,01-01-00
Munanira Cell,uv9TXuVTSVb,Munanira Cell,TGVRlQybfPp,Munanira,5,01-01-00
Bushokanyambo Village,Wp0OKOPXHxf,Bushokanyambo Village,uv9TXuVTSVb,Bushokanyambo,6,01-01-00
Gasharu Village,smJDECXlXH3,Gasharu Village,uv9TXuVTSVb,Gasharu,6,01-01-00
Kirwa Village,IbvzgcO7odK,Kirwa Village,uv9TXuVTSVb,Kirwa,6,01-01-00
Mataba Village,uCzgxsIQWBm,Mataba Village,uv9TXuVTSVb,Mataba,6,01-01-00
Ruti Village,qjiSBXTQgAs,Ruti Village,uv9TXuVTSVb,Ruti,6,01-01-00
Nkoto Cell,BuLWRJIk0Qv,Nkoto Cell,TGVRlQybfPp,Nkoto,5,01-01-00
Bariza Village,S5z4Ii3LBMF,Bariza Village,BuLWRJIk0Qv,Bariza,6,01-01-00
Bwangamwanda Village,B2nUknAW3Ms,Bwangamwanda Village,BuLWRJIk0Qv,Bwangamwanda,6,01-01-00
Murehe Village,tAi3APmC1ip,Murehe Village,BuLWRJIk0Qv,Murehe,6,01-01-00
Nyagatoma Village,zobG41etIXi,Nyagatoma Village,BuLWRJIk0Qv,Nyagatoma,6,01-01-00
Nyansenge Village,WeKQjoYz6lR,Nyansenge Village,BuLWRJIk0Qv,Nyansenge,6,01-01-00
Ruvune Sector,gTpHZmHoqda,Ruvune Sector,E6OnQ1o27Nb,Ruvune,4,01-01-00
Cyandaro Cell,Rw5vx7xWxKP,Cyandaro Cell,gTpHZmHoqda,Cyandaro,5,01-01-00
Karambo Village,p36m6483AHk,Karambo Village,Rw5vx7xWxKP,Karambo,6,01-01-00
Kigarama Village,HhTKUqAiM3Q,Kigarama Village,Rw5vx7xWxKP,Kigarama,6,01-01-00
Mushesho Village,lJ6njpeSjE2,Mushesho Village,Rw5vx7xWxKP,Mushesho,6,01-01-00
Nyankokoma Village,fskPXOKUBc8,Nyankokoma Village,Rw5vx7xWxKP,Nyankokoma,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,Rw5vx7xWxKP,Rugarama,6,01-01-00
Gasambya Cell,ALJntTRu6gu,Gasambya Cell,gTpHZmHoqda,Gasambya,5,01-01-00
Karambi Village,jKV2WPUX10j,Karambi Village,ALJntTRu6gu,Karambi,6,01-01-00
Kirara Village,hL4Edox2HUD,Kirara Village,ALJntTRu6gu,Kirara,6,01-01-00
Mataba Village,uCzgxsIQWBm,Mataba Village,ALJntTRu6gu,Mataba,6,01-01-00
Nyamirama Village,xIHvayLIKqp,Nyamirama Village,ALJntTRu6gu,Nyamirama,6,01-01-00
Ruhete Village,trjHdka79Jx,Ruhete Village,ALJntTRu6gu,Ruhete,6,01-01-00
Ryasunzu Village,dbFWv0OEXES,Ryasunzu Village,ALJntTRu6gu,Ryasunzu,6,01-01-00
Gashirira Cell,qTJomxyKxYg,Gashirira Cell,gTpHZmHoqda,Gashirira,5,01-01-00
Kagasha Village,MA7MPYBcbJ9,Kagasha Village,qTJomxyKxYg,Kagasha,6,01-01-00
Nyarubuye Village,CitOLxvwH17,Nyarubuye Village,qTJomxyKxYg,Nyarubuye,6,01-01-00
Nyarurama Village,DXzvETOswxR,Nyarurama Village,qTJomxyKxYg,Nyarurama,6,01-01-00
Nyarwina Village,b5r7aN1SdNB,Nyarwina Village,qTJomxyKxYg,Nyarwina,6,01-01-00
Remera Village,mBLNBJ4ETn3,Remera Village,qTJomxyKxYg,Remera,6,01-01-00
Rugerero Village,Ue5JNgZI0Bb,Rugerero Village,qTJomxyKxYg,Rugerero,6,01-01-00
Kabare Cell,dA7s2D3OafL,Kabare Cell,gTpHZmHoqda,Kabare,5,01-01-00
Buyanja Village,ROXHqUmADek,Buyanja Village,dA7s2D3OafL,Buyanja,6,01-01-00
Murehe Village,tAi3APmC1ip,Murehe Village,dA7s2D3OafL,Murehe,6,01-01-00
Nyarusange Village,MJ519vyZVh1,Nyarusange Village,dA7s2D3OafL,Nyarusange,6,01-01-00
Taba Village,tzWh0EIYWiO,Taba Village,dA7s2D3OafL,Taba,6,01-01-00
Rebero Cell,s7i5cC3ZzqE,Rebero Cell,gTpHZmHoqda,Rebero,5,01-01-00
Bitoma Village,tJw9wKONVXK,Bitoma Village,s7i5cC3ZzqE,Bitoma,6,01-01-00
Burambo Village,eAyCMDNQqWD,Burambo Village,s7i5cC3ZzqE,Burambo,6,01-01-00
Gatare Village,yXEFrmN3StC,Gatare Village,s7i5cC3ZzqE,Gatare,6,01-01-00
Kirwa Village,IbvzgcO7odK,Kirwa Village,s7i5cC3ZzqE,Kirwa,6,01-01-00
Mwanza Village,l5PGpYIBdDK,Mwanza Village,s7i5cC3ZzqE,Mwanza,6,01-01-00
Rwaburegeya Village,JniuDCpQm06,Rwaburegeya Village,s7i5cC3ZzqE,Rwaburegeya,6,01-01-00
Rwamiko Village,mFOabNnewIQ,Rwamiko Village,s7i5cC3ZzqE,Rwamiko,6,01-01-00
Sunzu Village,P5fG1HwhoVh,Sunzu Village,s7i5cC3ZzqE,Sunzu,6,01-01-00
Ruhondo Cell,oWBC0V7cJ0M,Ruhondo Cell,gTpHZmHoqda,Ruhondo,5,01-01-00
Gatoki Village,dpya6CT5X4G,Gatoki Village,oWBC0V7cJ0M,Gatoki,6,01-01-00
Karambo Village,p36m6483AHk,Karambo Village,oWBC0V7cJ0M,Karambo,6,01-01-00
Kirwa Village,IbvzgcO7odK,Kirwa Village,oWBC0V7cJ0M,Kirwa,6,01-01-00
Mugorore Village,YFWx8pbV033,Mugorore Village,oWBC0V7cJ0M,Mugorore,6,01-01-00
Nyagakizi Village,kvATsaTK8rR,Nyagakizi Village,oWBC0V7cJ0M,Nyagakizi,6,01-01-00
Nyakaju Village,azI5wK5Lk8Z,Nyakaju Village,oWBC0V7cJ0M,Nyakaju,6,01-01-00
Rwinyana Village,XQieaSRx6f3,Rwinyana Village,oWBC0V7cJ0M,Rwinyana,6,01-01-00
Rwamiko Sector,ajdJqUyjJNR,Rwamiko Sector,E6OnQ1o27Nb,Rwamiko,4,01-01-00
Cyeru Cell,krPstX9MoeG,Cyeru Cell,ajdJqUyjJNR,Cyeru,5,01-01-00
Bugarura Village,aqr5Hkm2A9g,Bugarura Village,krPstX9MoeG,Bugarura,6,01-01-00
Gabiro Village,DecBvj0HIii,Gabiro Village,krPstX9MoeG,Gabiro,6,01-01-00
Kamurenzi Village,hQlH1C96UxK,Kamurenzi Village,krPstX9MoeG,Kamurenzi,6,01-01-00
Karika Village,BrloeiYr69x,Karika Village,krPstX9MoeG,Karika,6,01-01-00
Mukuyu Village,v5iPP0t9o8i,Mukuyu Village,krPstX9MoeG,Mukuyu,6,01-01-00
Murambi Village,L7n3WFn75ry,Murambi Village,krPstX9MoeG,Murambi,6,01-01-00
Nyagasozi Village,pEn7IcEPDeX,Nyagasozi Village,krPstX9MoeG,Nyagasozi,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,krPstX9MoeG,Rugarama,6,01-01-00
Kigabiro Cell,sGw0gvp4oYl,Kigabiro Cell,ajdJqUyjJNR,Kigabiro,5,01-01-00
Cyiri Village,q93lKEy8LY5,Cyiri Village,sGw0gvp4oYl,Cyiri,6,01-01-00
Kabira Village,RPmAD02xSvp,Kabira Village,sGw0gvp4oYl,Kabira,6,01-01-00
Kanyove Village,maIKLHlHDpV,Kanyove Village,sGw0gvp4oYl,Kanyove,6,01-01-00
Karangara Village,QJwe6x3A2v9,Karangara Village,sGw0gvp4oYl,Karangara,6,01-01-00
Mutambiko Village,C4471YNhSGH,Mutambiko Village,sGw0gvp4oYl,Mutambiko,6,01-01-00
Rubuye Village,hAsvMuNU3MF,Rubuye Village,sGw0gvp4oYl,Rubuye,6,01-01-00
Nyagahinga Cell,UZIrujaHAxE,Nyagahinga Cell,ajdJqUyjJNR,Nyagahinga,5,01-01-00
Kabusunzu Village,PmMkNM5HZTK,Kabusunzu Village,UZIrujaHAxE,Kabusunzu,6,01-01-00
Kibiraro Village,WfTxXNYlAfv,Kibiraro Village,UZIrujaHAxE,Kibiraro,6,01-01-00
Kigaga Village,UXVpJJ1BfCv,Kigaga Village,UZIrujaHAxE,Kigaga,6,01-01-00
Ntaremba Village,EK8kKN7ezGL,Ntaremba Village,UZIrujaHAxE,Ntaremba,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,UZIrujaHAxE,Rugarama,6,01-01-00
Shangasha Sector,o3esVGrg1Bk,Shangasha Sector,E6OnQ1o27Nb,Shangasha,4,01-01-00
Bushara Cell,S3FbG2qrvc9,Bushara Cell,o3esVGrg1Bk,Bushara,5,01-01-00
Bushara Village,kNgW19adxzZ,Bushara Village,S3FbG2qrvc9,Bushara,6,01-01-00
Gasura Village,egeblNe3gPV,Gasura Village,S3FbG2qrvc9,Gasura,6,01-01-00
Gatare Village,yXEFrmN3StC,Gatare Village,S3FbG2qrvc9,Gatare,6,01-01-00
Nganzo Village,RGiRhNPdSum,Nganzo Village,S3FbG2qrvc9,Nganzo,6,01-01-00
Kitazigurwa Cell,MeLb4VYCrIR,Kitazigurwa Cell,o3esVGrg1Bk,Kitazigurwa,5,01-01-00
Gacyamo Village,FLnOiH2USGo,Gacyamo Village,MeLb4VYCrIR,Gacyamo,6,01-01-00
Iharama Village,Clto7k1A5EI,Iharama Village,MeLb4VYCrIR,Iharama,6,01-01-00
Mubuga Village,mSC7Tbw1IM2,Mubuga Village,MeLb4VYCrIR,Mubuga,6,01-01-00
Ntomvu Village,BOch0HDNmq4,Ntomvu Village,MeLb4VYCrIR,Ntomvu,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,MeLb4VYCrIR,Rugarama,6,01-01-00
Nyabishambi Cell,IvxgRMLzZpi,Nyabishambi Cell,o3esVGrg1Bk,Nyabishambi,5,01-01-00
Gasiza Village,NYpUB569hF8,Gasiza Village,IvxgRMLzZpi,Gasiza,6,01-01-00
Kagali Village,zQEFNecg1kr,Kagali Village,IvxgRMLzZpi,Kagali,6,01-01-00
Karambo Village,p36m6483AHk,Karambo Village,IvxgRMLzZpi,Karambo,6,01-01-00
Matyazo Village,BIOOY3xMgVH,Matyazo Village,IvxgRMLzZpi,Matyazo,6,01-01-00
Murambo Village,JV1DkHzU49u,Murambo Village,IvxgRMLzZpi,Murambo,6,01-01-00
Rukiniro Village,YVgM7XRbllV,Rukiniro Village,IvxgRMLzZpi,Rukiniro,6,01-01-00
Rutete Village,zG5Xdn2Lp5j,Rutete Village,IvxgRMLzZpi,Rutete,6,01-01-00
Nyabubare Cell,Drief3yk4gj,Nyabubare Cell,o3esVGrg1Bk,Nyabubare,5,01-01-00
Bikumba Village,sUvgbXYYFAa,Bikumba Village,Drief3yk4gj,Bikumba,6,01-01-00
Irembo Village,MRmgA6a5xUY,Irembo Village,Drief3yk4gj,Irembo,6,01-01-00
Karuhanga Village,y5y7vqgptwB,Karuhanga Village,Drief3yk4gj,Karuhanga,6,01-01-00
Nyakabingo Village,bpPwcFm7ZCv,Nyakabingo Village,Drief3yk4gj,Nyakabingo,6,01-01-00
Nyamiyaga Village,mLFFuVMDbpo,Nyamiyaga Village,Drief3yk4gj,Nyamiyaga,6,01-01-00
Shangasha Cell,lXKV2PBDWFF,Shangasha Cell,o3esVGrg1Bk,Shangasha,5,01-01-00
Ituze Village,A5yIaXnADkr,Ituze Village,lXKV2PBDWFF,Ituze,6,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,lXKV2PBDWFF,Kabeza,6,01-01-00
Kajyanjyali Village,NEWN2oNAOYz,Kajyanjyali Village,lXKV2PBDWFF,Kajyanjyali,6,01-01-00
Rugali Village,xOacpZZCKWW,Rugali Village,lXKV2PBDWFF,Rugali,6,01-01-00
Runaba Village,vQ6q3nQBQoe,Runaba Village,lXKV2PBDWFF,Runaba,6,01-01-00
Ryamatebura Village,YqEmYg0dSzJ,Ryamatebura Village,lXKV2PBDWFF,Ryamatebura,6,01-01-00
Musanze District,cW3vbipf30v,Musanze District,oCf0U1Bbdxz,Musanze,3,01-01-00
Busogo Sector,UndT3QV7x3d,Busogo Sector,cW3vbipf30v,Busogo,4,01-01-00
Gisesero Cell,pqIdy7Latw5,Gisesero Cell,UndT3QV7x3d,Gisesero,5,01-01-00
Gahanga Village,SHGPe0wR4Ef,Gahanga Village,pqIdy7Latw5,Gahanga,6,01-01-00
Jabiro Village,iCZbZcuQliv,Jabiro Village,pqIdy7Latw5,Jabiro,6,01-01-00
